drug1,drug2,3pathssGSEA_sim,SMILES_sim,PPI_sim
JW-7-52-1,XL-880,0.220950757,0.283333333,2.889E-103
Dasatinib,KIN001-270,0.220933375,0.317406143,2.37561E-66
Elesclomol,Salubrinal,0.220877643,0.18452381,1.8969E-95
MPS-1-IN-1,NU-7441,0.220836667,0.20212766,NA
GSK1070916,NVP-BHG712,0.220810217,0.375886525,2.37561E-66
Erlotinib,UNC0638,0.22078743,0.516666667,2.37561E-66
Cisplatin,RDEA119,0.220752604,0.006666667,0.9
KIN001-266,QL-VIII-58,0.220714274,NA,9.44413E-97
Genentech Cpd 10,TL-2-105,0.2207075,NA,NA
BMS-708163,Bryostatin 1,0.22067776,0.117647059,2.22301E-79
Bicalutamide,EHT 1864,0.220663682,0.301310044,1.60068E-68
BI-2536,Embelin,0.220651836,0.083333333,0.9
EKB-569,PI-103,0.220619688,0.262962963,2.6734E-73
Cisplatin,Thapsigargin,0.220544932,0,2.37561E-66
Elesclomol,KIN001-135,0.220527108,0.112840467,NA
VX-680,VX-702,0.220364132,0.226277372,3.96768E-71
AP-24534,WH-4-023,0.220330508,0.246478873,0.9
AS605240,GSK690693,0.220328802,0.193442623,2.43783E-76
Pazopanib,Salubrinal,0.220323828,0.200873362,2.6734E-73
AC220,XMD8-85,0.220296081,0.234939759,6.2706E-132
CX-5461,piperlongumine,0.220292832,0.129411765,3.96768E-71
GSK2126458,VX-702,0.220268624,0.259259259,6.45759E-66
CGP-082996,Pyrimethamine,0.220249002,0.275132275,1.7045E-131
BI-2536,I-BET,0.220153074,0.305921053,0.9
Phenformin,YK 4-279,0.220139502,0.154285714,NA
Axitinib,QL-X-138,0.220125085,0.310185185,5.15632E-95
17-AAG,OSI-930,0.22008976,0.134545455,8.73939E-67
OSU-03012,S-Trityl-L-cysteine,0.220052234,0.185393258,1.5543E-134
GSK-650394,HG-6-64-1,0.220050309,0.31797235,2.50167E-86
A-770041,CAY10603,0.219985061,0.30529595,1.97539E-72
ABT-869,Tubastatin A,0.21996651,0.177272727,1.33101E-74
T0901317,TL-2-105,0.219953582,NA,NA
Bosutinib,KIN001-266,0.219893449,0.383673469,6.3634E-99
AS605240,SL 0101-1,0.219890655,0.182835821,2.28123E-89
THZ-2-102-1,YM201636,0.219855971,NA,2.3068E-132
CP724714,SB 216763,0.219831112,0.294117647,8.0587E-113
Midostaurin,TPCA-1,0.219826184,0.159722222,8.73939E-67
ABT-263,CCT007093,0.219795176,0.184615385,3.7128E-84
OSI-906,Tubastatin A,0.219767553,0.268292683,1.8485E-85
FR-180204,PD-0332991,0.219757077,0.189655172,1.7045E-131
AS601245,Doxorubicin,0.219750631,0.161716172,NA
Dabrafenib,GW843682X,0.219734124,0.214854111,6.45759E-66
Roscovitine,Trametinib,0.219732635,0.182142857,6.45759E-66
CI-1040,JNJ-26854165,0.219731649,0.215909091,2.02712E-82
OSI-906,SB590885,0.21969124,0.176470588,1.8485E-85
NVP-TAE684,Pazopanib,0.219676811,0.381974249,0.9
Lapatinib,Masitinib,0.219674475,0.269360269,0.9
Bicalutamide,Embelin,0.219627165,0.081871345,6.45759E-66
Parthenolide,WZ3105,0.219590796,NA,2.81526E-93
CP466722,Z-LLNle-CHO,0.219569658,0.116541353,9.5501E-140
A-770041,IPA-3,0.219562114,0.105839416,1.21372E-77
AZ628,FMK,0.219513264,0.183453237,8.73939E-67
Lapatinib,YK 4-279,0.219442275,0.275,NA
Mitomycin C,ZSTK474,0.219401456,0.147169811,1.21372E-77
UNC1215,Y-39983,0.219375686,0.366906475,4.6334E-131
AICAR,piperlongumine,0.219368488,0.116465863,2.37561E-66
CAL-101,FMK,0.219322634,0.264615385,5.88856E-69
AZD6244,SB590885,0.219291622,0.176470588,0.9
Nilotinib,Sorafenib,0.219273154,0.325301205,0.9
MLN4924,YM201636,0.219223785,0.323624595,1.60068E-68
BX-912,QL-XII-61,0.219207406,NA,4.35109E-68
BIRB 0796,JNK-9L,0.219192523,0.296819788,NA
CI-1040,S-Trityl-L-cysteine,0.219189006,0.224358974,3.96768E-71
AKT inhibitor VIII,Elesclomol,0.219160324,0.195,1.1485E-133
GSK-650394,IPA-3,0.219129965,0.130434783,6.45759E-66
BIRB 0796,KIN001-270,0.2191049,0.242105263,1.18275E-67
Crizotinib,FMK,0.21909966,0.292929293,6.45759E-66
CX-5461,QL-XII-47,0.219082568,0.288043478,4.2251E-134
NSC-207895,OSI-906,0.219056214,0.168103448,6.2706E-132
Bleomycin,SB52334,0.218993037,0.182242991,NA
BIX02189,MPS-1-IN-1,0.218989444,0.185606061,NA
EKB-569,XMD15-27,0.218956703,NA,NA
CHIR-99021,PHA-793887,0.218937369,0.151943463,0.9
Doxorubicin,OSU-03012,0.218912466,0.144329897,4.07158E-81
FMK,PLX4720,0.218888284,0.258992806,8.73939E-67
Embelin,Erlotinib,0.218869875,0.059171598,0.9
Olaparib,PD-173074,0.218841919,0.19379845,0.9
LAQ824,LFM-A13,0.218839031,0.222929936,3.4743E-97
CAL-101,Temsirolimus,0.218829075,0.171974522,3.00852E-80
AMG-706,PF-562271,0.21882275,0.529147982,0.9
17-AAG,Vinblastine,0.218761069,0.286111111,6.45759E-66
Imatinib,JNJ-26854165,0.218722865,0.294117647,3.21504E-67
BI-2536,XMD8-85,0.218714142,0.615044248,3.9098E-104
ABT-869,Camptothecin,0.218696164,0.174496644,2.02712E-82
Midostaurin,VX-11e,0.218690176,0.262658228,9.20312E-87
Doxorubicin,PI-103,0.218662017,0.17721519,0.9
THZ-2-49,XMD15-27,0.218621778,NA,NA
KIN001-266,SB52334,0.218610312,0.190298507,NA
Doxorubicin,MP470,0.218608504,0.201986755,8.73939E-67
A-770041,YM155,0.218592938,0.237057221,3.00852E-80
PI-103,Temsirolimus,0.218580721,0.162629758,0.9
Cetuximab,PF-562271,0.218539614,0.239669421,6.45759E-66
Epothilone B,YK 4-279,0.218501225,0.174273859,NA
Imatinib,Zibotentan; ZD4054,0.218491383,0.239583333,1.07853E-70
AZD6482,FH535,0.218483866,0.127208481,4.07158E-81
VX-702,ZSTK474,0.218451225,0.187234043,2.6734E-73
NU-7441,RO-3306,0.218418751,0.219081272,1.1485E-133
OSI-906,Pyrimethamine,0.218411375,0.340314136,2.3068E-132
rTRAIL,SNX-2112,0.218355815,NA,NA
PI-103,TGX221,0.218328957,0.195652174,0.9
GSK-1904529A,Zibotentan; ZD4054,0.218305204,0.281167109,7.7385E-136
GW-2580,S-Trityl-L-cysteine,0.218294559,0.230769231,4.35109E-68
Bryostatin 1,DMOG,0.218265929,0.074324324,6.4348E-142
A-770041,AG-014699,0.218218902,0.295950156,7.96929E-70
681640,FH535,0.218164674,0.180412371,6.45759E-66
JNK Inhibitor VIII,KIN001-055,0.218161828,0.264150943,3.7128E-84
CAY10603,RDEA119,0.218138843,0.214285714,7.45737E-83
AP-24534,JQ1,0.218128656,0.198938992,0.9
Cisplatin,FR-180204,0.218127405,0.014084507,4.35109E-68
Bosutinib,GDC0941,0.218094168,0.227118644,1.80132E-75
CHIR-99021,PFI-1,0.218078496,0.16988417,7.26706E-73
GSK269962A,Nilotinib,0.218061299,0.339622642,1.18275E-67
Salubrinal,TGX221,0.218056728,0.212686567,2.43783E-76
ABT-263,AUY922,0.218032726,0.289085546,2.16628E-69
KIN001-236,PF-562271,0.218003326,NA,NA
SB-715992,WZ-1-84,0.21796597,0.225296443,1.64259E-78
GSK-650394,Temsirolimus,0.217955539,0.142241379,2.6734E-73
Pyrimethamine,XL-880,0.217933731,0.150234742,6.45759E-66
LFM-A13,QL-XII-61,0.217930155,NA,0.9
GSK2126458,NSC-207895,0.217911738,0.147859922,3.96768E-71
CCT007093,Epothilone B,0.217910632,0.25308642,NA
AKT inhibitor VIII,XMD13-2,0.217857791,NA,NA
FH535,PFI-1,0.217800109,0.424242424,5.02473E-85
HG-6-64-1,OSI-906,0.21778401,0.239543726,1.8485E-85
KIN001-055,Midostaurin,0.217780897,0.180392157,1.60068E-68
Cetuximab,GSK429286A,0.21773103,0.352331606,3.96768E-71
rTRAIL,THZ-2-102-1,0.217695196,NA,NA
AMG-706,Shikonin,0.217626403,0.166666667,6.6267E-76
Vinorelbine,VX-680,0.217559306,0.215538847,8.73939E-67
Afatinib,NU-7441,0.21753824,0.217081851,1.64259E-78
AKT inhibitor VIII,I-BET,0.21748869,0.240802676,3.21504E-67
KIN001-244,PHA-793887,0.217436152,0.222627737,7.26706E-73
BMS-509744,BMS-754807,0.217403599,0.192090395,2.22301E-79
AZD-0530,NSC-87877,0.217393015,0.153846154,1.97539E-72
EHT 1864,GNF-2,0.21738163,0.20233463,2.6734E-73
NSC-207895,SNX-2112,0.217264301,0.171328671,6.2706E-132
AS601245,MG-132,0.21725559,0.127753304,NA
AZD6244,PD-0325901,0.217252604,0.484848485,0.9
GSK-1904529A,PXD101; Belinostat,0.217247265,0.170807453,1.97539E-72
CGP-60474,CI-1040,0.217215076,0.230392157,2.37561E-66
JW-7-24-1,MPS-1-IN-1,0.217204837,NA,NA
Gefitinib,RO-3306,0.21714688,0.189591078,1.00924E-83
CEP-701,CUDC-101,0.217096311,0.270916335,2.37561E-66
CAL-101,GSK-1904529A,0.217037433,0.321808511,8.4863E-133
FTI-277,SN-38,0.217030164,0.23100304,6.6267E-76
Bortezomib,I-BET,0.217027192,0.221428571,1.45963E-71
DMOG,UNC0638,0.217011829,0.093023256,1.5773E-101
AZD6482,SB-715992,0.216938766,0.291666667,5.88856E-69
Vinblastine,YK 4-279,0.216889952,0.346268657,NA
KIN001-266,XMD14-99,0.216834061,NA,1.45963E-71
S-Trityl-L-cysteine,Vinblastine,0.216824206,0.142405063,1.7045E-131
ABT-888,Epothilone B,0.216787087,0.156097561,NA
MK-2206,MLN4924,0.216785037,0.209770115,7.96929E-70
AC220,PF-562271,0.216781524,0.274566474,0.9
FR-180204,PAC-1,0.216771432,0.146666667,1.1485E-133
Ruxolitinib,XMD8-92,0.216751471,0.211895911,4.35109E-68
AZD6482,GSK1070916,0.216743687,0.198813056,3.96768E-71
AC220,EX-527,0.216726456,0.195286195,1.4174E-137
OSI-027,PD-0325901,0.21669315,0.131736527,0.9
PF-562271,YK 4-279,0.216591298,0.285714286,NA
AMG-706,HG-5-113-01,0.216533204,NA,3.1219E-133
AKT inhibitor VIII,Shikonin,0.216515564,0.136929461,4.8965E-75
17-AAG,LAQ824,0.216483469,0.164556962,6.80024E-86
MLN4924,NU-7441,0.216438462,0.182119205,9.6915E-107
IOX2,S-Trityl-L-cysteine,0.216438286,0.205882353,3.1219E-133
AP-24534,VX-680,0.216433168,0.265734266,6.45759E-66
ABT-869,YM155,0.216426251,0.139534884,3.81003E-94
FR-180204,Obatoclax Mesylate,0.216343692,0.178451178,3.5653E-107
Elesclomol,YK 4-279,0.21632795,0.168367347,NA
GW 441756,JNK-9L,0.216312261,0.195205479,NA
AZD-0530,NG-25,0.216236222,0.31557377,0.9
Paclitaxel,THZ-2-49,0.216225452,NA,1.18275E-67
Bicalutamide,Rapamycin,0.216188177,0.124183007,0.9
Afatinib,EKB-569,0.216184221,0.63,0.9
AP-24534,PHA-793887,0.216126866,0.254545455,0.9
CAY10603,Midostaurin,0.216009486,0.281588448,4.35109E-68
GDC0941,KIN001-270,0.21600942,0.378571429,1.4174E-137
BMS-708163,Methotrexate,0.216001202,0.251748252,6.45759E-66
BI-2536,Bryostatin 1,0.215973701,0.130434783,4.70196E-98
Parthenolide,RDEA119,0.215960661,0.107843137,3.29924E-77
CGP-60474,Genentech Cpd 10,0.215917983,NA,3.96768E-71
BAY 61-3606,ZG-10,0.215909813,0.482300885,NA
PI-103,THZ-2-49,0.215894235,NA,7.96929E-70
KIN001-260,SB52334,0.215865756,0.116541353,NA
AMG-706,PD-0325901,0.21585938,0.236714976,0.9
Thapsigargin,YK 4-279,0.215844523,0.14479638,NA
OSU-03012,RO-3306,0.215836962,0.185873606,7.1611E-106
PF-562271,SB-715992,0.215739254,0.225255973,3.21504E-67
CP466722,Methotrexate,0.215683413,0.21474359,4.35109E-68
BI-2536,UNC0638,0.215673807,0.386178862,6.6267E-76
GSK2126458,Salubrinal,0.21561267,0.21686747,1.60068E-68
Embelin,FH535,0.215607982,0.046666667,2.37561E-66
681640,AR-42,0.215602822,0.244047619,6.45759E-66
ABT-263,HG-6-64-1,0.215541515,0.269592476,0.9
CMK,Cytarabine,0.21553195,0.120805369,NA
FH535,YK 4-279,0.21550563,0.179723502,NA
AKT inhibitor VIII,IPA-3,0.215447324,0.089473684,4.8965E-75
PXD101; Belinostat,RO-3306,0.215386891,0.25,1.33101E-74
KU-55933,Thapsigargin,0.215313949,0.136170213,2.93174E-70
5-Fluorouracil,IOX2,0.215312969,0.12849162,6.45759E-66
BMN-673,TAK-715,0.215271051,0.197860963,6.45759E-66
ABT-869,AG-014699,0.215204985,0.248780488,5.36967E-72
STF-62247,Trametinib,0.215179772,0.130111524,0.9
GSK690693,Nutlin-3a,0.215092434,0.20718232,7.26706E-73
CX-5461,KU-55933,0.215052118,0.221635884,2.93174E-70
AP-24534,Genentech Cpd 10,0.215040804,NA,6.45759E-66
Trametinib,VX-702,0.214984865,0.183673469,2.16628E-69
AS601245,CAL-101,0.214920589,0.205047319,NA
Pyrimethamine,Thapsigargin,0.214824877,0.069518717,5.4299E-115
Cisplatin,DMOG,0.214823798,0.025,7.96929E-70
PFI-1,Roscovitine,0.214804438,0.197424893,3.81003E-94
Cytarabine,S-Trityl-L-cysteine,0.214763302,0.102150538,5.65459E-92
VX-11e,VX-702,0.214750236,0.378787879,9.44413E-97
BI-2536,JQ1,0.214678095,0.233062331,0.9
CMK,PLX4720,0.214657596,0.258992806,NA
Bleomycin,CMK,0.214637914,0.267260579,NA
Dasatinib,Rapamycin,0.214631019,0.0995671,0.9
CX-5461,YM201636,0.214602588,0.295,6.2706E-132
QL-X-138,TL-2-105,0.214442504,NA,NA
Gemcitabine,Rapamycin,0.214433231,0.102857143,0.9
CEP-701,Lenalidomide,0.214427626,0.298076923,1.33101E-74
CP466722,NSC-87877,0.214400013,0.189265537,9.20312E-87
ABT-888,TW 37,0.214379519,0.184079602,3.29924E-77
CGP-082996,KIN001-260,0.214363721,0.168582375,NA
CP466722,MPS-1-IN-1,0.214357346,0.257627119,NA
A-443654,KIN001-266,0.214349464,0.22761194,1.07853E-70
GSK690693,T0901317,0.214335827,0.161184211,8.73939E-67
BMS-754807,Vorinostat,0.214249568,0.193675889,6.45759E-66
I-BET,JW-7-52-1,0.214223986,0.240802676,2.6734E-73
GNF-2,SL 0101-1,0.214205066,0.175862069,7.26706E-73
BAY 61-3606,Lapatinib,0.214196956,0.334494774,1.18275E-67
NVP-BEZ235,TAK-715,0.214176171,0.265060241,6.45759E-66
FK866,Vinorelbine,0.214082237,0.242424242,2.56718E-96
ABT-869,BX-795,0.214056437,0.235555556,6.45759E-66
FR-180204,OSU-03012,0.214053922,0.304545455,1.5543E-134
Bortezomib,MG-132,0.21396557,0.312138728,6.04277E-79
CI-1040,HG-6-64-1,0.21394781,0.221311475,0.9
ABT-263,TAK-715,0.213910828,0.217142857,6.45759E-66
Docetaxel,MK-2206,0.213873613,0.214076246,0.9
PI-103,VX-11e,0.213817346,0.273026316,1.45963E-71
Elesclomol,ZG-10,0.21379825,0.2,NA
THZ-2-49,XMD8-85,0.213760094,NA,7.26706E-73
GW-2580,MK-2206,0.213751269,0.168350168,6.45759E-66
OSU-03012,SN-38,0.213708376,0.193732194,6.2706E-132
AV-951,AZD-0530,0.213701986,0.32231405,0.9
Bexarotene,Pyrimethamine,0.213699193,0.174496644,5.2142E-138
Bortezomib,LFM-A13,0.213692384,0.152631579,4.35109E-68
NSC-207895,ZM-447439,0.213649024,0.213636364,3.21504E-67
Cetuximab,Y-39983,0.213602205,0.294520548,3.96768E-71
JQ1,TW 37,0.213594566,0.187311178,6.45759E-66
5-Fluorouracil,VX-680,0.213591514,0.107981221,6.45759E-66
BX-912,YM155,0.213579481,0.205574913,5.15632E-95
GSK269962A,PLX4720,0.213570519,0.224683544,5.02473E-85
Genentech Cpd 10,Lapatinib,0.213563652,NA,0.9
Doxorubicin,PHA-793887,0.213484376,0.162162162,6.45759E-66
Masitinib,QL-X-138,0.21340341,0.32780083,9.44413E-97
BI-2536,Lenalidomide,0.213377881,0.341013825,2.37561E-66
Phenformin,SN-38,0.213332339,0.103448276,2.16628E-69
JNK Inhibitor VIII,Vorinostat,0.213313453,0.232044199,4.35109E-68
KIN001-266,THZ-2-49,0.21325202,NA,1.5543E-134
GDC0941,HG-5-113-01,0.213209756,NA,9.83489E-74
CGP-082996,XL-184,0.21320275,0.305263158,8.73939E-67
ABT-263,PLX4720,0.213181934,0.242811502,0.9
AP-24534,Bryostatin 1,0.213131611,0.103571429,6.45759E-66
GSK-650394,THZ-2-102-1,0.213109809,NA,2.43783E-76
FH535,Paclitaxel,0.213107181,0.113821138,6.45759E-66
EKB-569,XL-184,0.213102568,0.424731183,1.8969E-95
Cetuximab,LAQ824,0.213092104,0.283018868,3.7128E-84
5-Fluorouracil,QS11,0.213084895,0.088082902,1.60068E-68
CP724714,Obatoclax Mesylate,0.213066935,0.246621622,6.6267E-76
CH5424802,GW843682X,0.213054248,0.201257862,2.37561E-66
Bexarotene,Dasatinib,0.213052056,0.126984127,2.02712E-82
AUY922,PD-0325901,0.213043545,0.231939163,1.45963E-71
CUDC-101,GSK690693,0.213033218,0.336700337,6.45759E-66
AR-42,FTI-277,0.212996058,0.374193548,2.37561E-66
Bleomycin,EHT 1864,0.212994412,0.219730942,9.83489E-74
Crizotinib,Docetaxel,0.212988192,0.183279743,0.9
LAQ824,UNC1215,0.212921012,0.289308176,2.02712E-82
PD-173074,QL-XII-47,0.212919298,0.276752768,3.7128E-84
MP470,piperlongumine,0.212917405,0.192825112,3.61805E-74
17-AAG,JW-7-24-1,0.212893938,NA,1.18275E-67
Erlotinib,Methotrexate,0.212886443,0.25210084,0.9
KIN001-270,SNX-2112,0.212874454,0.243670886,5.2142E-138
Dabrafenib,XL-880,0.212871636,0.180428135,6.45759E-66
Cetuximab,UNC0638,0.21283694,0.269430052,1.45963E-71
CHIR-99021,Y-39983,0.212812065,0.276699029,1.97539E-72
Elesclomol,TW 37,0.212784498,0.25308642,2.3068E-132
QL-X-138,SB-505124,0.212737199,0.225941423,6.2706E-132
OSI-906,PHA-793887,0.212714632,0.178030303,2.37561E-66
LY317615,Pyrimethamine,0.212710785,0.175213675,1.07853E-70
NVP-BHG712,SB52334,0.212701959,0.270992366,NA
TGX221,YK 4-279,0.212681138,0.245614035,NA
THZ-2-49,XMD11-85h,0.212652446,NA,1.49785E-81
I-BET,QS11,0.2126216,0.273381295,5.36967E-72
ABT-263,ZSTK474,0.21260072,0.182432432,0.9
GSK690693,GW 441756,0.212572396,0.250764526,0.9
Crizotinib,MS-275,0.212493749,0.246963563,4.35109E-68
ABT-888,Tipifarnib,0.212464002,0.271028037,4.07158E-81
JNK Inhibitor VIII,PFI-1,0.212461918,0.226337449,2.02712E-82
GSK690693,Nilotinib,0.212389602,0.265714286,6.45759E-66
5-Fluorouracil,PFI-1,0.212358519,0.132947977,2.37561E-66
KIN001-236,MP470,0.21228309,NA,NA
BX-795,CGP-60474,0.212238284,0.301724138,0.9
Gefitinib,Pyrimethamine,0.212232161,0.23880597,6.45759E-66
AS605240,Etoposide,0.212206333,0.154811715,5.65459E-92
CCT018159,Roscovitine,0.212195997,0.15942029,4.8965E-75
AG-014699,KIN001-244,0.212157454,0.256603774,2.6734E-73
Olaparib,PIK-93,0.212132301,0.145454545,2.93174E-70
THZ-2-49,VNLG/124,0.212058216,NA,NA
BMS-708163,Imatinib,0.212039581,0.252788104,1.18275E-67
EX-527,Midostaurin,0.211982128,0.244094488,1.53708E-91
THZ-2-102-1,VX-702,0.211922199,NA,9.44413E-97
KIN001-244,SGC0946,0.211872093,0.273584906,2.1036E-135
BI-2536,PFI-1,0.211865936,0.245210728,0.9
AS605240,SB-715992,0.211852951,0.205357143,5.88856E-69
BMS-536924,PLX4720,0.211817513,0.202749141,0.9
Bexarotene,GW 441756,0.211813348,0.193877551,8.73939E-67
GSK1070916,Obatoclax Mesylate,0.211777444,0.20795107,5.88856E-69
Embelin,VNLG/124,0.211773917,0.270491803,NA
CX-5461,GSK-650394,0.211748857,0.2,4.6334E-131
KU-55933,Ruxolitinib,0.211708001,0.119133574,1.60068E-68
AT-7519,AZD6244,0.21169896,0.260330579,6.45759E-66
GSK269962A,MLN4924,0.211695305,0.316455696,4.2251E-134
CHIR-99021,Tubastatin A,0.211675756,0.215613383,1.60068E-68
Nutlin-3a,Sunitinib,0.211651888,0.229773463,2.37561E-66
S-Trityl-L-cysteine,VNLG/124,0.211629595,0.197080292,NA
JNJ-26854165,KIN001-266,0.211616009,0.346341463,4.2251E-134
SN-38,VNLG/124,0.211609224,0.235880399,NA
Cisplatin,Zibotentan; ZD4054,0.211560647,0.004878049,3.96768E-71
BMS-509744,RDEA119,0.211497183,0.189090909,4.46503E-78
BI-2536,NPK76-II-72-1,0.211496167,NA,0.9
CAL-101,CAY10603,0.211491833,0.271186441,7.45737E-83
Bosutinib,KIN001-244,0.211422456,0.295275591,6.20101E-89
5-Fluorouracil,GSK269962A,0.211355948,0.097378277,2.37561E-66
Lenalidomide,SB52334,0.211346904,0.137931034,NA
NU-7441,XMD8-85,0.211313444,0.214035088,4.8251E-108
ABT-869,Pazopanib,0.211266334,0.307291667,0.9
Genentech Cpd 10,UNC1215,0.211264646,NA,7.0566E-139
CP724714,FH535,0.211244865,0.154867257,2.22301E-79
JNJ-26854165,Shikonin,0.211218512,0.158823529,3.21504E-67
JQ1,MK-2206,0.211197324,0.199040767,0.9
EHT 1864,MLN4924,0.211118408,0.191919192,6.6267E-76
HG-6-64-1,OSI-930,0.21110658,0.372294372,7.8531E-103
GSK269962A,I-BET,0.211025213,0.266666667,1.18275E-67
Dabrafenib,piperlongumine,0.211000386,0.11,7.96929E-70
AZD6244,T0901317,0.210934138,0.17721519,5.88856E-69
AZD-0530,GW-2580,0.210916267,0.267857143,8.73939E-67
PLX4720,Roscovitine,0.210897431,0.162162162,3.96768E-71
Masitinib,SL 0101-1,0.210842054,0.171339564,6.45759E-66
17-AAG,YM155,0.210835346,0.165048544,3.7128E-84
IPA-3,NU-7441,0.210812963,0.114583333,1.40163E-94
Phenformin,THZ-2-49,0.210767131,NA,7.65266E-93
MP470,YM155,0.21075042,0.182692308,3.81003E-94
5-Fluorouracil,KIN001-135,0.210712618,0.0703125,NA
PF-562271,XMD8-92,0.210687254,0.407942238,0.9
17-AAG,PF-4708671,0.210657138,0.114942529,8.96826E-77
BMS-509744,XL-880,0.210630606,0.21509434,0.9
IPA-3,Lapatinib,0.210566257,0.140186916,5.88856E-69
FMK,FR-180204,0.210447248,0.303501946,9.3064E-130
BMN-673,WH-4-023,0.210434442,0.162983425,2.93174E-70
Cytarabine,DMOG,0.210370696,0.141025641,8.4863E-133
CI-1040,CP466722,0.210366342,0.126279863,3.1682E-100
BMS-345541,XMD15-27,0.210336956,NA,NA
GW-2580,XAV 939,0.21033007,0.155462185,8.4863E-133
BIRB 0796,Cyclopamine,0.210084879,0.160337553,1.97539E-72
A-770041,Tubastatin A,0.21007354,0.301242236,1.45963E-71
IPA-3,PXD101; Belinostat,0.210068226,0.148760331,2.37561E-66
MK-2206,Temsirolimus,0.210037605,0.151785714,0.9
Nilotinib,STF-62247,0.210006471,0.31512605,1.80132E-75
GNF-2,LAQ824,0.209970689,0.208737864,4.35109E-68
Embelin,TL-2-105,0.209957961,NA,NA
SL 0101-1,ZSTK474,0.209940252,0.11971831,5.88856E-69
RDEA119,Ruxolitinib,0.209927646,0.14229249,2.37561E-66
AS601245,TW 37,0.209905411,0.171314741,NA
DMOG,XL-184,0.209850149,0.113636364,4.35109E-68
Pyrimethamine,Tipifarnib,0.20975869,0.292682927,6.6267E-76
I-BET,ZG-10,0.209741607,0.208053691,NA
CGP-60474,NG-25,0.209735499,0.281690141,8.73939E-67
NG-25,OSI-027,0.209734294,0.170028818,3.21504E-67
Vinblastine,WZ3105,0.209702238,NA,1.60068E-68
Camptothecin,GW 441756,0.209618201,0.265432099,2.3068E-132
AC220,IPA-3,0.209594726,0.116465863,1.1485E-133
PHA-665752,Temsirolimus,0.20958087,0.18429003,1.18275E-67
Epothilone B,KIN001-102,0.209577495,0.140077821,NA
Dasatinib,JW-7-24-1,0.209567763,NA,0.9
(5Z)-7-Oxozeaenol,Lapatinib,0.209552613,0.2,0.9
CGP-60474,MP470,0.209476483,0.275423729,3.21504E-67
MP470,SB-715992,0.209463035,0.2,8.4863E-133
PIK-93,S-Trityl-L-cysteine,0.209449695,0.166666667,7.96929E-70
HG-6-64-1,Phenformin,0.209432027,0.128865979,1.1485E-133
A-443654,Paclitaxel,0.209414557,0.231372549,0.9
Elesclomol,KIN001-236,0.209410108,NA,NA
FK866,GSK690693,0.209389707,0.213286713,1.07853E-70
AZD6244,Genentech Cpd 10,0.209340983,NA,1.07853E-70
EHT 1864,MS-275,0.209339398,0.210970464,1.18275E-67
Epothilone B,KIN001-244,0.20930603,0.129151292,NA
CAL-101,PD-173074,0.209298157,0.316151203,7.96929E-70
FR-180204,HG-5-113-01,0.209267722,NA,1.45963E-71
HG-5-113-01,KU-55933,0.209236193,NA,4.2251E-134
QL-XI-92,Zibotentan; ZD4054,0.20923489,NA,4.7547E-141
BIRB 0796,Vinblastine,0.209195178,0.233766234,1.60068E-68
BMS-708163,ZSTK474,0.209166999,0.149425287,6.04277E-79
ABT-888,AC220,0.209100161,0.219081272,5.36967E-72
Shikonin,SN-38,0.209094537,0.220447284,3.21504E-67
AKT inhibitor VIII,WZ-1-84,0.209053784,0.310204082,1.80132E-75
BI-2536,Tamoxifen,0.20893791,0.198198198,6.45759E-66
ATRA,PF-4708671,0.208936261,0.050632911,2.37561E-66
BMS-509744,JW-7-24-1,0.208931661,NA,4.6334E-131
WZ-1-84,XMD14-99,0.208846974,NA,4.6334E-131
BMS-708163,Cisplatin,0.208773758,0.010869565,6.45759E-66
CAY10603,CEP-701,0.208763405,0.242424242,3.61805E-74
Epothilone B,UNC1215,0.20873373,0.148717949,NA
ABT-869,HG-5-113-01,0.208683165,NA,1.45963E-71
AKT inhibitor VIII,KIN001-260,0.208670898,0.177935943,NA
FH535,KIN001-244,0.208642199,0.143442623,4.70196E-98
AT-7519,CHIR-99021,0.208578492,0.185770751,0.9
GW 441756,WZ3105,0.208560225,NA,5.8027E-102
BMS-708163,Doxorubicin,0.208517762,0.170886076,2.37561E-66
OSU-03012,QL-XII-47,0.208495299,0.325203252,2.08021E-92
CGP-082996,Shikonin,0.208493188,0.164319249,4.8965E-75
GSK-650394,PHA-793887,0.208486188,0.158119658,4.35109E-68
AR-42,Nutlin-3a,0.208459566,0.23853211,4.8965E-75
CHIR-99021,Temozolomide,0.208453665,0.192028986,6.45759E-66
NU-7441,ZSTK474,0.208430643,0.156,2.43783E-76
TGX221,XMD13-2,0.208429288,NA,NA
Paclitaxel,XMD8-92,0.208403493,0.24738676,2.37561E-66
OSI-027,Temozolomide,0.208383535,0.138964578,5.36967E-72
Afatinib,Rapamycin,0.208306031,0.103626943,0.9
BMS-345541,S-Trityl-L-cysteine,0.208289863,0.144736842,9.83489E-74
Bryostatin 1,WZ3105,0.208250033,NA,6.2706E-132
CP466722,TPCA-1,0.208201112,0.118032787,4.2251E-134
I-BET,Y-39983,0.208195645,0.209677419,1.18275E-67
CGP-60474,LAQ824,0.208192452,0.231578947,0.9
5-Fluorouracil,BMS-345541,0.208163995,0.096153846,8.73939E-67
HG-6-64-1,IOX2,0.208145878,0.273469388,2.16628E-69
Methotrexate,Vinorelbine,0.208116539,0.292553191,0.9
